,ref,ans,bleu-1,bleu-2,bleu-3,bleu-4
588,y'know they're having their baby,we do,0.0,0.0,0.0,0.0
589,oh yeah but i can stay out as late as i want,i want to see what he wants first,0.15163266,0.11462352,0.0,0.0
590,oh over time yeah,i just found out that elizabeth's dad wants to meet me,0.0,0.0,0.0,0.0
591,i can't believe he did this,wait a minute hold the phone you're not elizabeth's dad,0.0,0.0,0.0,0.0
592,come on you,come on guys ii really want this guy to like me,0.18181818,0.13483997,0.0,0.0
593,so,itit would really help me out if you guys were here to make me look good,0.0,0.0,0.0,0.0
594,i don't know tag how can your genitals make phone calls okay it's not a perfect world just go please,of course we'll help yeah we'll be here,0.0,0.0,0.0,0.0
595,the foster puppets,thanks,0.0,0.0,0.0,0.0
596,i see pizza,we know how tough those parentteacher conferences can be,0.0,0.0,0.0,0.0
597,ah just one other thing,i'm okay i gotta go down to the police station and look at mug shots,0.0,0.0,0.0,0.0
598,hey you wanna do joey a favor maybe you go out with joey,thanks for having me over you guys,0.06062469,0.0,0.0,0.0
599,all right i guess this will be fine,tag,0.0,0.0,0.0,0.0
600,yeah not as much as you used to love to play uncooked batter eater,yyou're going,0.0,0.0,0.0,0.0
601,oh that's not what you want,uh we didn't uh we didn't get the chance to talk,0.0,0.0,0.0,0.0
602,i don't know i didn't come with her,uh so where did you say you're from again,0.0,0.0,0.0,0.0
603,oh come on i think he's ready to get rid of what did you call it the cheap knockoffs and dinosaur junk,colorado,0.0,0.0,0.0,0.0
604,oh yeah well y'know chandler printed it up on his computer,ah what good are you,0.0,0.0,0.0,0.0
605,well then let me do it,look um i think we should talk about what happened on the terrace,0.0,0.0,0.0,0.0
606,y'know she's well she'sshe's just as pretty i guess she's smart she's,okay,0.0,0.0,0.0,0.0
607,well i'm gonna go get these in some water,ah ii never should have said what i said,0.0,0.0,0.0,0.0
608,i think that a person should know where they come from,ity'know what,0.0,0.0,0.0,0.0
609,she's waving me over,it just doesn't matter how i feel,0.0,0.0,0.0,0.0
610,hey look this name has been holding me back my entire life,i mean we work together so nothing could really ever happen between us and what i would love is just to go to work on monday andand never talk about this again okay,0.03030303,0.0,0.0,0.0
611,and i'd like to believe that when the right woman comes along you will have the courage and the guts to say no thanks i'm married,um i'm not,0.00015606,0.0,0.0,0.0
612,and,oh god i knew it that i freaked you out,0.0,0.0,0.0,0.0
613,hey no way come on this is you guys call her and work it out,no you didn't the only thing that freaked me out was you saying that nothing could ever happen between us,0.15,0.0,0.0,0.0
614,um we have a reservation under the name chandler bing,really,0.0,0.0,0.0,0.0
615,oh well chandler and monica are over there and it's kinda hard to concentrate,yeah so please don't fire me for doing this,0.0,0.0,0.0,0.0
616,what,see buddy that's all you need a bunch of toothless guys hitting each other with sticks,0.0,0.0,0.0,0.0
617,yeah you want some,pass it pass it,0.0,0.0,0.0,0.0
618,yeah where were you,he's open,0.0,0.0,0.0,0.0
619,oh a subscription to,shoot shoot shoot,0.0,0.0,0.0,0.0
620,nonono i don't have a son named jordie we all agreed my son's name is jamie,hey look we're on that tv thing,0.0,0.0,0.0,0.0
621,that's a picture of your daughter isn't it well she's lovely,yeah me too,0.0,0.0,0.0,0.0
622,oh that's not what you want,yeah wow y'know that this thing has speakers in the headrest,0.0,0.0,0.0,0.0
623,oh that's why i'm sorry,no really,0.0,0.0,0.0,0.0
624,i know this isn't the kind of thanksgiving that all of you all planned but for me this has been really great you know i think because it didn't involve divorce or projectile vomiting,yeah you can hook it up to your tv,0.01381701,0.0,0.0,0.0
625,oh come on i think he's ready to get rid of what did you call it the cheap knockoffs and dinosaur junk,my chair heals itself,0.0,0.0,0.0,0.0
626,oh my god how did you do that,yes yes i did,0.09196986,0.0,0.0,0.0
627,okay d'y'see anybody you think could be me,then do iceberg,0.0,0.0,0.0,0.0
628,but they're not here yet,gsharp,0.0,0.0,0.0,0.0
629,oh i wanna see lemme see lemme see,g,0.0,0.0,0.0,0.0
630,okay every time,what i didn't touch a guitar,0.0,0.0,0.0,0.0
631,ross janice,no but you're questioning my method,0.0,0.0,0.0,0.0
632,i was gonna give you a chance to apologise to me,no i'm not questioning it i'm saying it's stupid what,0.0,0.0,0.0,0.0
633,umm this stuffing is amazing do you think we should bring them some,thank you,0.00204339,0.0,0.0,0.0
634,no no the actual cartoon character of course the balloon it's all over the news right before he reached,y'know none of my other student thought i was stupid,0.04065697,0.0,0.0,0.0
635,i mean you and i we're just y'know we're nothing we're goofin' around,your other student was you,0.0403793,0.0,0.0,0.0
636,y'know what he didn't want to talk to us about being angry well maybe we don't talk to him,yeah well y'know maybe you just need to try a little harder,0.18601172,0.0,0.0,0.0
637,i mean that ain't a pretty picture in the morning y'know what i mean,look maybe i need to try a real teacher,0.12750076,0.0,0.0,0.0
638,okay well y'know what don't worry you guys cause i'mi'm gonna do this as many times as it takes to get it right,right here,1.377e-05,0.0,0.0,0.0
639,oh okay y'know what this is,here,0.0,0.0,0.0,0.0
640,we're you just ten seconds later,andy cooper he teaches guitar and look ooh there's a nice picture of him with a little kid and,0.0,0.0,0.0,0.0
641,i mean you and i we're just y'know we're nothing we're goofin' around,fine you go learn from your qualified instructor but don't come crying to me when everyone's sick and tired of hearing you play,0.08695652,0.0,0.0,0.0
642,yeah huh i'm just uh you know i'm just picking up some things for a party,baddest man in the whole damn town,0.0,0.0,0.0,0.0
643,oh it even has a tree with a broken limb out front and the uh the window in the attic isoh my god,oh fine take his side,0.00546474,0.0,0.0,0.0
644,great,hey,0.0,0.0,0.0,0.0
645,okay one thing at a time,no ahahahahah you can have this back when the five pages are done ahh,0.0,0.0,0.0,0.0
646,hi,hi,1.0,0.0,0.0,0.0
647,i guess the last time we really hung out was when our parents rented that beach house together,hi umm i think there's something that we really need to talk about,0.20944997,0.10900122,0.0,0.0
648,well okay so what's nowgo get go get the eggs put em in there,i think we do why don't we go inside look uh i know why you're here,0.0625,0.0,0.0,0.0
649,okay,you do,0.0,0.0,0.0,0.0
650,oh okay bye,yeah and to save you from any embarrassment umm i think maybe i should talk first,0.0,0.0,0.0,0.0
651,and i'll be waiting for you just come up when you're done,okay,0.0,0.0,0.0,0.0
652,phoebe don't put ideas in his head,okay uh ross and rachel rachel and ross that's been one heck of a seesaw hasn't it,0.0,0.0,0.0,0.0
653,oh no but it's just a two hour ferry ride to nova scotia,what,0.0,0.0,0.0,0.0
654,well it's getting late,i mean look thatthat one night we had was fun andand certainly passionate but don't you think it's better if we just stayed friends,0.04166667,0.0,0.0,0.0
655,okay,seriously what,0.0,0.0,0.0,0.0
656,excuse me doug hey there sports fan,okay,0.0,0.0,0.0,0.0
657,okay so he's out of here,okay,0.00673795,0.0,0.0,0.0
658,okay iit's the best thing i've ever had wrapped around me including phil huntley,y'know what,0.0,0.0,0.0,0.0
659,if you are not going to learn how to ride this bike then i'm sorry i'm just gonna have to take it back,if you want to we can do it one more time,0.12214945,0.06405571,0.0,0.0
660,well she walked in when i was looking at the ring brochures you can understand that right guys guys,i mean i'di'd be okay with that,0.05145495,0.0,0.0,0.0
661,i mean you're my favorite guy in the whole world,in fact i have some time right now,0.1947002,0.0,0.0,0.0
662,well then what is it,okay y'know what can i can i talk now,0.11111111,0.0,0.0,0.0
663,okay you guys you guys i think i know what's going on here okay you guys,oh sure,0.0,0.0,0.0,0.0
664,oh wait that can't be the one rachel's talking about she didn't even know that happened so which one was it,i'm pregnant ross ross okay whenever you're ready and you're the father by the waybut you got that,0.09405352,0.0,0.0,0.0
665,i mean you fill some form out once and a while and instead of checking the box that says ms you check the box that says mrs,yes wow well thatthat was easy okay youyou go,0.0,0.0,0.0,0.0
666,umm this stuffing is amazing do you think we should bring them some,okay,0.0,0.0,0.0,0.0
667,you're not feeling left out or anything are ya,okay,0.0,0.0,0.0,0.0
668,y'know i sensed that i should stop so we're okay,okay you know you know when your in bed with a woman,0.08333333,0.0,0.0,0.0
669,i don't know i mean you were a lot bigger i mean stronger back then,hmph,0.0,0.0,0.0,0.0
670,no no fear of the number,and ah you know your fooling around with her,0.0,0.0,0.0,0.0
671,gio's on my team,and you get all these like mental images in your brain you know like elle macpherson or that girl at the xerox place,0.0,0.0,0.0,0.0
672,i mean you'd think he'd be worried about me not showing up at his club,with the bellybutton ring oh muhawa,0.0,0.0,0.0,0.0
673,you know the guys are probably having a great time,i know and then all of the sudden your mom pops into your head,0.14285714,0.0,0.0,0.0
674,well okay so what's nowgo get go get the eggs put em in there,and your like'mom get outta here',0.04393286,0.0,0.0,0.0
675,y'know what he didn't want to talk to us about being angry well maybe we don't talk to him,you know but of course like after that you can't possibly think of anything else and you can't you know stop what your doing,0.04166667,0.0,0.0,0.0
676,umm well umm grandma died,so it's kinda like you're you know,0.0,0.0,0.0,0.0
677,i can't believe he did this,you know you don't know,0.0,0.0,0.0,0.0
678,destiny,your mom your telling me your telling me about your mom what is the matter with you,0.0,0.0,0.0,0.0
679,i mean that ain't a pretty picture in the morning y'know what i mean,you said,0.0,0.0,0.0,0.0
680,i guess the last time we really hung out was when our parents rented that beach house together,i said ',0.00224598,0.0,0.0,0.0
681,excuse me doug hey there sports fan,look at emma,0.0,0.0,0.0,0.0
682,umm he said he thought i was funny,i just can't decide who she looks more alike you or rachel,0.08333333,0.0,0.0,0.0
683,y'know what you should do just toss em in the shedder and claim you never got em,oh what are you kidding she's gorgeous it's all rachel,0.09931706,0.0,0.0,0.0
684,cause this is what will happen when you and i have babies,i'm sorry for the last time why aren't you two together again,0.08333333,0.0,0.0,0.0
685,i want him to have his uncle,no i know,0.08786571,0.0,0.0,0.0
686,i'm sorry i do that,i know because you're not in that place,0.25,0.0,0.0,0.0
687,and i wish that we can work it out ross but we can't,which would be fine except you totally are,0.0,0.0,0.0,0.0
688,i can't believe he did this,it'sit's complicated okay,0.0,0.0,0.0,0.0
689,oh he brought her back to his apartment,yeah that's true yeah you love her you always have you have a child together there is no right answer,0.05,0.0,0.0,0.0
690,y'know they're not gonna get married anyway,look we've been together,0.0,0.0,0.0,0.0
691,that's my job,okay,0.0,0.0,0.0,0.0
692,i'm not getting into this again,and then apart and then together and then apart and now we have a baby,0.0,0.0,0.0,0.0
693,oh i don't think i ever heard that story,it's just ifif we got together again and it didn't work outi could never do that to emma,0.05555556,0.0,0.0,0.0
694,great,i mean sheshe thinking everything oh that'snow me,0.0,0.0,0.0,0.0
695,all right let's do it,what do they put something in the water in this place,0.09090909,0.0,0.0,0.0
696,wow umm,since rachel and i we're doing really we're doing really well right now,0.0,0.0,0.0,0.0
697,doctor you gotta do something i think you gotta give me drugs or you gotta light a fire up in there and just smoke it out,i know i know i know i know and if you try to make it more you might wreck it,0.18520456,0.0,0.0,0.0
698,oh yeah of course you don't,yeah exactly,0.06766764,0.0,0.0,0.0
699,okay it was just me and her at the back of the train and i sat near the door so she'd have to pass by me if she wanted to switch cars,right or you might get everything you've wanted since you were fifteen,0.01573963,0.0,0.0,0.0
700,oh my god how did you do that,you don't have a,0.09196986,0.0,0.0,0.0
701,yeah we look great together,oh ross you're so tense you just gotta relax okay just need to relax all right just need to relax,0.0,0.0,0.0,0.0
702,wow oh i am really flattered but i just i don't feel that way about you,whatwhat are you doing are youokay that's not funny just stop horsing around,0.12214195,0.0,0.0,0.0
703,okay you're fine,i am not horsing around okay i am porsching around,0.1,0.0,0.0,0.0
704,oh my god,uhoh,0.0,0.0,0.0,0.0
705,oh my god you are giving this a lot of thought,okay stay calm nothing is going to happen to you you are not in that much trouble,0.11764706,0.08574929,0.0,0.0
706,yeah,really you think so,0.0,0.0,0.0,0.0
707,i would like to meet him he sounds like a stand up guy,i was talking to myself you're going down,0.13381536,0.0,0.0,0.0
708, externalToEVAso if i said yes he would know i had nothing better to do than wait around for an invitation to his stupid party,oh yeah,0.0,0.0,0.0,0.0
709,ohoh one hand on the sheet joe,yeah what d'you wanna do tonight,0.0,0.0,0.0,0.0
710,all right let's try one,oh well maybe we could,0.0,0.0,0.0,0.0
711,oh years ago,ok trying to turn me on by making a mess,0.0,0.0,0.0,0.0
712,y'know what would work,know your audience,0.0,0.0,0.0,0.0
713,i'm not this is what i'm doing now i've got this job,besides tomorrow we're doing those fertility tests and until then you need to keep your tadpoles in the tank,0.05263158,0.0,0.0,0.0
714,i mean we should get free stuff too,we really need to take those tests,0.1238397,0.0,0.0,0.0
715,i don't want to lose you,honey we've been trying to have a baby for over a year,0.08333333,0.0,0.0,0.0
716,okay okay this can go on for a while,i think it's a good idea to find out if everything's ok just a few routine tests,0.05882353,0.0,0.0,0.0
717,umm well there's rachel and umm i think that's it how bout you,but i don't wanna do it in a cup,0.14248453,0.0,0.0,0.0
718,oh i wouldn't miss it for the world,no have you seen david,0.0,0.0,0.0,0.0
719,i'm just saying get his number just in case,no no he hasn't been around,0.0,0.0,0.0,0.0
720,i'm going crazy okay do you have any thing around here that looks homemade,well if you see him tell him to pack his bags we are going to minsk,0.125,0.0,0.0,0.0
721,well i'm keeping so many things to myself these days something was bound to slip out,minsk,0.0,0.0,0.0,0.0
722,i'm sorry i'm so sorry,minsk it's in russia,0.0,0.0,0.0,0.0
723,me too we should get goin',i know where minsk is,0.0,0.0,0.0,0.0
724,i'm gonna go get him okay i am going back in,we got the grant three years all expenses paid,0.0,0.0,0.0,0.0
725,we're supposed to uh be spending a romantic weekend together itit what is the matter with you,so when when do you leave,0.02664662,0.0,0.0,0.0
726,i guess you don't,january first,0.0,0.0,0.0,0.0
727,ohhhohooohhh the hair comes out and the gloves come on,yes yes please come in,0.07357589,0.0,0.0,0.0
728,well i didn't realize until i got home,oooo,0.0,0.0,0.0,0.0
729,excuse me,damn those robots they're supposed to be our,0.0,0.0,0.0,0.0
730,we're on in,anyway it wasn't the robot it was the guy who controls him,0.0,0.0,0.0,0.0
731,oh nonono it's only one night a week and plus i get to take all of you out for a,yeah he doesn't like me,0.0,0.0,0.0,0.0
732,ohh that's so sweet,ohh,0.04978707,0.0,0.0,0.0
733,excuse me doug hey there sports fan,well why don't you just get him fired,0.0,0.0,0.0,0.0
734,i don't know i mean you were a lot bigger i mean stronger back then,i may have to i hate to do it but i'm the star,0.1319083,0.0,0.0,0.0
735,now that is funny,y'know,0.0,0.0,0.0,0.0
736,well then let's just quit we'll just quit let's all quit,there's a limit to how many sandwiches i can eat off the floor,0.0,0.0,0.0,0.0
737,i think our lover's spat will start a little early this month,excuse me,0.0,0.0,0.0,0.0
738,excuse me doug hey there sports fan,joey tribbiani,0.0,0.0,0.0,0.0
739,sorry,joe i'm glad i found ya i got an audition for ya,0.0,0.0,0.0,0.0
740,oh that's great,wow,0.0,0.0,0.0,0.0
741,i know,the thing is it's kinda on the qt,0.0,0.0,0.0,0.0
742,okay i'm next don't don't start another game i said i'm next phoebe,the actor who has the part doesn't know he might be fired,0.0,0.0,0.0,0.0
743,that's not a state joe,it's the lead in a series mac and cheese,0.11111111,0.0,0.0,0.0
744,so whose is it,i'm the lead in mac and cheese,0.0,0.0,0.0,0.0
745,i mean i think it's great,what is going on with you since when are you so crazy about babies,0.0,0.0,0.0,0.0
746,i think it has to do with my working late,i'm not crazy about babies i'm crazy about us,0.0,0.0,0.0,0.0
747,i can't believe he did this,what,0.0,0.0,0.0,0.0
748,ii am brave,look we've always talked about having babies someday,0.0,0.0,0.0,0.0
749,y'know she'd say no but here we are,i'm not saying it has to be right now but i'm starting to think that we can handle it,0.10526316,0.0,0.0,0.0
750,great okay here,we're good,0.0,0.0,0.0,0.0
751,okay one thing at a time,we're really good,0.0,0.0,0.0,0.0
752,oh they don't,whwhat did he say,0.0,0.0,0.0,0.0
753,oh,he said nice to meet you glenda well obviously i couldn't give him my real name,0.0,0.0,0.0,0.0
754,hey i can be smooth,why why not,0.0,0.0,0.0,0.0
755,oh god,come on you saw the way he ran out of here,0.0,0.0,0.0,0.0
756,they love my candy oh man i've gotta go make more,he's gonna stick around and talk to the daughter he abandoned,0.0,0.0,0.0,0.0
757,oh may,what did you say to him,0.0,0.0,0.0,0.0
758,umm it costs each time you do this,well i said i told him y'know that i was the executor person of francis' will and that i needed to talk to him so i'm gonna meet him at the coffee house later,0.0,0.0,0.0,0.0
759,uhoh,okay in about ten seconds you're gonna see him kiss me,0.0,0.0,0.0,0.0
760,why not,and in about five seconds you're gonna see why,0.11111111,0.0,0.0,0.0
761,y'know what you should like you should buy a state and then just name it after yourself,ross did i ever tell you about the time that i went backpacking through western europe,0.05871332,0.0,0.0,0.0
762,i mean that ain't a pretty picture in the morning y'know what i mean,okay get ready to see some beggin',0.0,0.0,0.0,0.0
763,okay look look let me ask you a question when they were doing it on stage was it like really hot,oh you came on to ross,0.02736167,0.0,0.0,0.0
764,ohhh i'm fine,what,0.0,0.0,0.0,0.0
765,we could have breakfast in bed,now i'm so happy,0.0,0.0,0.0,0.0
766,well then let's just quit we'll just quit let's all quit,what are you talking about,0.0,0.0,0.0,0.0
767,hey what's she doing back here,you used the europe story,0.0,0.0,0.0,0.0
768,we're so stupid do you know what's going on in there they're trying to take joey,that's the magic story you use when you wanna have sex,0.05770331,0.0,0.0,0.0
769,yeah that'd be great i'd love it,how do you know about that story,0.0,0.0,0.0,0.0
770,because then we would be the guys who turned off free porn,how do,0.0,0.0,0.0,0.0
771,you are,i heard it from my friend irene who heard it from some guy,0.0,0.0,0.0,0.0
772,y'know what you should like you should buy a state and then just name it after yourself,some guy,0.0,0.0,0.0,0.0
773,oh me too,no no she told me his name was ken adams,0.1,0.0,0.0,0.0
774,i just wanted to put a nice memory in your head so you'd know that i wasn't always such a terrible guy,ken adams,0.0,0.0,0.0,0.0
775,umm were there any questions,mom already called this morning to remind me not to wear my hair up did you know my ears are not my best feature,0.0,0.0,0.0,0.0
776,well go over to her she's not with anyone,some days it's all i can think about,0.0,0.0,0.0,0.0
777,i don't care you just get him,hi sorry i'm late i couldn't find my bearings,0.11111111,0.0,0.0,0.0
778,i'm gonna go get him okay i am going back in,well umm alexandra has been,0.0,0.0,0.0,0.0
779,i know but it's so hard nothing rhymes with your stupid name,oh it has a name,0.04931939,0.0,0.0,0.0
780,okay oh god y'know what it's really bad,phoebe don't get upset,0.0,0.0,0.0,0.0
781,excuse me doug hey there sports fan,okayoop too late i'm leaving come on chandler let's go,0.0,0.0,0.0,0.0
782,okay hold my crawler,well phoebe i thought i'dyeah what the hell,0.0,0.0,0.0,0.0
783,either you're seeing somebody behind my back which would make you the biggest jerk on the planet or you're seeing somebody which would make you the most jerk on the planet,oh that's good maybe he'll hear you and pull the cord,0.02951284,0.0,0.0,0.0
784,excuse me doug hey there sports fan,stop the bus wait wait wait,0.0,0.0,0.0,0.0
785,yeah baby,are you sure he didn't break it because it really hurts,0.0,0.0,0.0,0.0
786,well i'm keeping so many things to myself these days something was bound to slip out,no it's just a good bone bruise and right here is the puncture wound from your ring,0.0,0.0,0.0,0.0
787,ross you're not listening to me i don't have time to stop,oh i'm sorry i'm really sorry,0.0,0.0,0.0,0.0
788,well i'll tell ya i do enjoy guilt but ah it wasn't me,sorry,0.0,0.0,0.0,0.0
789,oh my god what a great surprise this is such a beautiful house,sorry,0.0,0.0,0.0,0.0
790,you sure are naming a lot of ways to postpone sex i'll tell ya,i got my s's back,0.0,0.0,0.0,0.0
791,ohhh i thought it was like long island,which we can celebrate later,0.0,0.0,0.0,0.0
792,yeah the lovely amanda gives me her number and ii go and drop it,celebrate,0.0,0.0,0.0,0.0
793,okay you don't think i thought of that,rachel how did this happen,0.0,0.0,0.0,0.0
794,no,i don't know i just kinda ran into him last night,0.0,0.0,0.0,0.0
795,i don't think this number's right,where,0.0,0.0,0.0,0.0
796,hey,at his apartment is this juice,0.0,0.0,0.0,0.0
797,hey,whoa whoa and the fact that you dumped him because he hit on phoebe,0.0,0.0,0.0,0.0
798,y'know she's well she'sshe's just as pretty i guess she's smart she's,oh god i know i'm a pathetic loser,0.07581633,0.0,0.0,0.0
799,no i get to teach one of his advanced classes why didn't i get head of the department,it's breast milk,0.0,0.0,0.0,0.0
800,oh my god,so,0.0,0.0,0.0,0.0
801,you have to give 'em something you know,phoebe that is juice squeezed from a person,0.0,0.0,0.0,0.0
802,okay because i know that this is my father,what is the big deal,0.08986579,0.0,0.0,0.0
803,i don't know i mean you were a lot bigger i mean stronger back then,what did you just do,0.02706706,0.0,0.0,0.0
804,oh they're firemen guys,ok would people stop drinking the breast milk,0.0,0.0,0.0,0.0
805,joey you know you don't actually have one,you won't even taste it,0.10976233,0.0,0.0,0.0
806,okay my trainer ho chi is teaching me a combination of gee koon doe and brazilian street fighting i've even had my own octagon training ring designed,no,0.0,0.0,0.0,0.0
807,excuse me doug hey there sports fan,not even if you just pretend that it's milk,0.0,0.0,0.0,0.0
808,well i'm sure they're still somewhere here in the hotel i'lli'll help you look for them,not even if carol's breast had a picture of a missing child on it,0.0,0.0,0.0,0.0
809,i know butcome on man she's needy she's vulnerable,hey pheebs could you please not put your feet up on my newold sheet,0.07142857,0.0,0.0,0.0
810,cause this is what will happen when you and i have babies,oh sure noo,0.0,0.0,0.0,0.0
811,oh pheebs pheebs,ohh,0.0,0.0,0.0,0.0
812,well i'm peeking oh my god,my apothecary table,0.12262648,0.0,0.0,0.0
813,yeah you like that one,what,0.0,0.0,0.0,0.0
814,well it was an accidentyou know it's a lot of oil and sometimes the hand just slips,noooooo,0.0,0.0,0.0,0.0
815,oh yeah man joey,ross where did you get this,0.0,0.0,0.0,0.0
816,i mean you're my favorite guy in the whole world,oh my god phoebe,0.05578254,0.0,0.0,0.0
817,you think you can knock up my daughter and then not marry her i'm gonna kill you,wow oh my god well if they've ripped off our table ours must be much more than one and fifty dollars,0.0952381,0.0,0.0,0.0
818,folks when we come back we'll be talking about her new book 'euphoria unbound' the always interesting nora tyler bing,well this doesn't even smell like opium,0.0,0.0,0.0,0.0
819,ross you're not listening to me i don't have time to stop,of course not it smells like wine which you spilled and thanks for wrecking my sheet by the way,0.05263158,0.0,0.0,0.0
820,uh i'm gonna kill myself,it's too soon to tell she's resting which is a good sign,0.0,0.0,0.0,0.0
821,great okay here,how's the hair,0.0,0.0,0.0,0.0
822,i'm going crazy okay do you have any thing around here that looks homemade,i'm not gonna lie to you ross it doesn't look good,0.13841825,0.0,0.0,0.0
823,y'know what champ i think i'll pass,i put a clip on one side which seems to have stopped the curling,0.07142857,0.0,0.0,0.0
824,and you would read alone in your room and your puzzles,can we see her,0.0,0.0,0.0,0.0
825,yeah you want some,your hair looks too good i think it would upset her ross why don't you come on in,0.05555556,0.0,0.0,0.0
826,okay,how're you doing,0.0,0.0,0.0,0.0
827,no i'm good,ross you're being silly i've tried it it's no big deal just taste it,0.07142857,0.0,0.0,0.0
828,i mean you'd think he'd be worried about me not showing up at his club,that would be no,0.01598197,0.0,0.0,0.0
829,y'know i ended up having a really good time,come on it doesn't taste bad,0.0,0.0,0.0,0.0
830,i know,yeah it's kinda sweet sorta like uh,0.0,0.0,0.0,0.0
831,why,cantaloupe juice,0.0,0.0,0.0,0.0
832,yeah the lovely amanda gives me her number and ii go and drop it,exactly,0.0,0.0,0.0,0.0
833,oh god,you've tasted it you've tasted it,0.0,0.0,0.0,0.0
834,oh come on he's glad that i came he doesn't want me to go anywhere balls flying all over the place,uh huh,0.0,0.0,0.0,0.0
835,okay so he's out of here,oh you've tasted it,0.0,0.0,0.0,0.0
836,y'know i was thinking if we had aa big fight and uh we broke up for a few hours,you can keep saying it but it won't stop being true,0.0,0.0,0.0,0.0
837,i mean that ain't a pretty picture in the morning y'know what i mean,gimme the bottle gimme the towel,0.04393286,0.0,0.0,0.0
838,okay okay this can go on for a while,y'know if they knew what they were doing they probably didn't give you real names either,0.0,0.0,0.0,0.0
839,y'know the one from poughkeepsie even though she's a two hour train ride away is really pretty really smart andand a lot of fun,okay maybe people give out fake numbers but they don't give out fake names,0.0,0.0,0.0,0.0
840,no,oh yeah hi ken adams nice to meet you,0.0,0.0,0.0,0.0
841,yeah the lovely amanda gives me her number and ii go and drop it,regina philange,0.0,0.0,0.0,0.0
842,okay you're coming with me and i also told them that if we're still here when they get off that we'll go down to the cafeteria and have some,i still don't get it we didn't do anything wrong,0.04487059,0.0,0.0,0.0
843,okay you don't think i thought of that,i know although you did tell an awful lot of jokes,0.27272727,0.0,0.0,0.0
844,umm it costs each time you do this,i thought you said those jokes were funny joke joke joke,0.09090909,0.0,0.0,0.0
845,i mean that ain't a pretty picture in the morning y'know what i mean,joke joke blah blah,0.0,0.0,0.0,0.0
846,i know this isn't the kind of thanksgiving that all of you all planned but for me this has been really great you know i think because it didn't involve divorce or projectile vomiting,well maybe it was all of your questions,0.01454033,0.00897449,0.0,0.0
847,umm it costs each time you do this,what about my questions,0.0,0.0,0.0,0.0
848,oh okay,oh i'll get it,0.25,0.0,0.0,0.0
849,sorry that was wax,wow i usually get to know a girl a little better before i let her spoon me,0.0,0.0,0.0,0.0
850,i don't think the contestants are supposed to speak to each other,relax it's not like we're forking,0.0,0.0,0.0,0.0
851,another,hey,0.0,0.0,0.0,0.0
852,that's right you just enjoy,hello,0.0,0.0,0.0,0.0
853,okay i'm not just waitressing,oh ooh oh monica it's so beautiful,0.0,0.0,0.0,0.0
854,well i'm gonna get another espresso can i get you another latte,i know,0.00336897,0.0,0.0,0.0
855,okay,so i'm here ready to play,0.0,0.0,0.0,0.0
856,ohhh i'm fine,okay,0.0,0.0,0.0,0.0
857,well then let's just quit we'll just quit let's all quit,i brought a bunch of stuff for the house so check it out haha,0.0,0.0,0.0,0.0
858,y'know what you should like you should buy a state and then just name it after yourself,what's this,0.0,0.0,0.0,0.0
859,i don't need you guys to care about me,that's a dog every house should have a dog,0.0,0.0,0.0,0.0
860,that's right he almost could which is exactly how i got stuck there,not one that can pee on the roof,0.0,0.0,0.0,0.0
861,umm were there any questions,well maybe it's so big because the house was built on radioactive waste,0.0,0.0,0.0,0.0
862,that's the kind of strength that i want in the man that i love,and is this in case the house sneezes,0.11809164,0.0,0.0,0.0
863,y'know she's well she'sshe's just as pretty i guess she's smart she's,no no that's the ghost for the attic,0.0,0.0,0.0,0.0
864,ross are you crazy i am,i don't want a ghost,0.16374615,0.0,0.0,0.0
865,ahh,well nobody wants a ghost but you've got one because the house is sitting on an ancient indian burial ground,0.0,0.0,0.0,0.0
866,so if you just give me another chance to make a good impression,wait a minute the house was built on radioactive waste and an ancient indian burial ground that would never happen,0.05,0.0,0.0,0.0
867,y'know what i am,okay obviously you don't know much about the us government,0.0,0.0,0.0,0.0
868,y'know how before you said it might be weird the whole student teacher thing and to be frank i thought it would be too but it's not,hey,0.0,0.0,0.0,0.0
869,joey this is,hello,0.0,0.0,0.0,0.0
870,i'm not on the list,i need to talk to you,0.0,0.0,0.0,0.0
871,hey i,sure what's up,0.0,0.0,0.0,0.0
872,and you would read alone in your room and your puzzles,please i'm not going for anything,0.0,0.0,0.0,0.0
873,hey i,well if you don't i will,0.16666667,0.0,0.0,0.0
874,well can you blame her,would you please go,0.1947002,0.0,0.0,0.0
875,oh milwaukee,i would,0.0,0.0,0.0,0.0
876,why,uhhuh,0.0,0.0,0.0,0.0
877,i am hurt a plague on both your houses,watch watch,0.0,0.0,0.0,0.0
878,i am going to take you out to dinner tonight,ahhhh,0.0,0.0,0.0,0.0
879,well i'm gonna go get these in some water,hey my father's house does that,0.0,0.0,0.0,0.0
880,well then it's not on the wall yet,ooookay how did it go tell me everything,0.0,0.0,0.0,0.0
881,y'know she's well she'sshe's just as pretty i guess she's smart she's,well the movie was great dinner was great and there's nothing like a cool crisp new york evening,0.05555556,0.0,0.0,0.0
882,fine,what,0.0,0.0,0.0,0.0
883,why not,oh honey but you love that name,0.0,0.0,0.0,0.0
884,really,yeah but i love you more,0.0,0.0,0.0,0.0
885,i would like to meet him he sounds like a stand up guy,besides y'know nothing goes with bing,0.0,0.0,0.0,0.0
886,wow she is pretty huh,so i'm screwed,0.0,0.0,0.0,0.0
