,ref,ans,bleu-1,bleu-2,bleu-3,bleu-4
609,who wants it anybody,it just doesn't matter how i feel,0.14285714,0.0,0.0,0.0
610,apparently you're not very good at it,i mean we work together so nothing could really ever happen between us and what i would love is just to go to work on monday andand never talk about this again okay,0.0,0.0,0.0,0.0
611,yeah oh but wait,um i'm not,0.0,0.0,0.0,0.0
612,it's just y'know been a couple of hours and she hasn't called not that i even care y'know,oh god i knew it that i freaked you out,0.08986579,0.06698201,0.0,0.0
613,i'm off to bed,no you didn't the only thing that freaked me out was you saying that nothing could ever happen between us,0.0,0.0,0.0,0.0
614,you got all that from the back of her head,really,0.0,0.0,0.0,0.0
615,yeah in fact to prove how much you mean to me here,yeah so please don't fire me for doing this,0.15922918,0.0,0.0,0.0
616,now ii know what you're thinking fun was fine for you like ten years ago y'know but you'reyou're not getting any younger,see buddy that's all you need a bunch of toothless guys hitting each other with sticks,0.04295558,0.0,0.0,0.0
617,this is so weird i don't even remember which one it is,pass it pass it,0.03383382,0.0,0.0,0.0
618,jeffrey,he's open,0.0,0.0,0.0,0.0
619,yeah,shoot shoot shoot,0.0,0.0,0.0,0.0
620,no thank you you have given me so much i mean if it wasn't for you i would never have gotten to sing,hey look we're on that tv thing,0.0,0.0,0.0,0.0
621,this isn't right,yeah me too,0.0,0.0,0.0,0.0
622,yes yes it does okay look the restaurant called they wanna know if you're gonna be showing up for work,yeah wow y'know that this thing has speakers in the headrest,0.04011211,0.0,0.0,0.0
623,are you serious,no really,0.0,0.0,0.0,0.0
624,all right y'know what we've been talking about london too much haven't we,yeah you can hook it up to your tv,0.0,0.0,0.0,0.0
625,aren't you with that girl over there,my chair heals itself,0.0,0.0,0.0,0.0
626,what,yes yes i did,0.0,0.0,0.0,0.0
627,that's cool,then do iceberg,0.0,0.0,0.0,0.0
628,well i'm going to go into my new apartment now ehh,gsharp,0.0,0.0,0.0,0.0
629,he's alive he's alive,g,0.0,0.0,0.0,0.0
630,so you like the drums,what i didn't touch a guitar,0.0,0.0,0.0,0.0
631,thatthat he's aa complex fellow who's unlikely to take a wife,no but you're questioning my method,0.0,0.0,0.0,0.0
632,the red ross okay,no i'm not questioning it i'm saying it's stupid what,0.0,0.0,0.0,0.0
633,during a blackout he'd get trampled,thank you,0.0,0.0,0.0,0.0
634,if i can't have it you can't have it,y'know none of my other student thought i was stupid,0.1,0.0,0.0,0.0
635,all right i'm nine years old,your other student was you,0.0,0.0,0.0,0.0
636,are you sure,yeah well y'know maybe you just need to try a little harder,0.08333333,0.0,0.0,0.0
637,in that case should i make sure it's on real good,look maybe i need to try a real teacher,0.17794165,0.0,0.0,0.0
638,all right there are no questions in the happy place okay just the warm breeze and the moonlight flowing through the trees,right here,2.27e-05,0.0,0.0,0.0
639,oh really that'd be great you guys can be the contestants,here,0.0,0.0,0.0,0.0
640,hello children,andy cooper he teaches guitar and look ooh there's a nice picture of him with a little kid and,0.0,0.0,0.0,0.0
641,that's a great idea we can,fine you go learn from your qualified instructor but don't come crying to me when everyone's sick and tired of hearing you play,0.0,0.0,0.0,0.0
642,i'll do it,baddest man in the whole damn town,0.0,0.0,0.0,0.0
643,no no you're not a loser,oh fine take his side,0.0,0.0,0.0,0.0
644,i'm sorry it's not very fair to you,hey,0.0,0.0,0.0,0.0
645,hey,no ahahahahah you can have this back when the five pages are done ahh,0.0,0.0,0.0,0.0
646,may i see your boarding pass,hi,0.0,0.0,0.0,0.0
647,hi all right let's go shoppin',hi umm i think there's something that we really need to talk about,0.07692308,0.0,0.0,0.0
648,all right i have one question,i think we do why don't we go inside look uh i know why you're here,0.0625,0.0,0.0,0.0
649,and also umm next time you see me i'm screaming don't worry that's what's supposed to happen,you do,0.00027654,0.0,0.0,0.0
650,i think somebody needs another lap dance,yeah and to save you from any embarrassment umm i think maybe i should talk first,0.125,0.09128709,0.0,0.0
651,i'm telling you rachel listen to janice they all say they're gonna be there until they start their real family,okay,0.0,0.0,0.0,0.0
652,sid is still in his room,okay uh ross and rachel rachel and ross that's been one heck of a seesaw hasn't it,0.0,0.0,0.0,0.0
653,yeah i think i suggested that,what,0.0,0.0,0.0,0.0
654,y'know so i don't read as many important books as you do and i don't write trick poems that seem to be about one thing but are actually about something else,i mean look thatthat one night we had was fun andand certainly passionate but don't you think it's better if we just stayed friends,0.15562865,0.0,0.0,0.0
655,well i'm sorry joe i didn't think the doctor was gonna buy that it just fell out of the socket,seriously what,0.0,0.0,0.0,0.0
656,yeah okay scott,okay,0.13533528,0.0,0.0,0.0
657,yes i suppose i am a dog but issac see ii happen to have a girlfriend,okay,0.0,0.0,0.0,0.0
658,um but i saw this infomercial and um i swear to you i have neverever bought anything on tv before except for this mop,y'know what,0.0,0.0,0.0,0.0
659,i don't know,if you want to we can do it one more time,0.0,0.0,0.0,0.0
660,but what,i mean i'di'd be okay with that,0.0,0.0,0.0,0.0
661,umhmm,in fact i have some time right now,0.0,0.0,0.0,0.0
662,i'm sorry,okay y'know what can i can i talk now,0.0,0.0,0.0,0.0
663,take my hand,oh sure,0.0,0.0,0.0,0.0
664,oh my god,i'm pregnant ross ross okay whenever you're ready and you're the father by the waybut you got that,0.0,0.0,0.0,0.0
665,i have to get back to,yes wow well thatthat was easy okay youyou go,0.0,0.0,0.0,0.0
666,oh yeah oh my god that is,okay,0.0,0.0,0.0,0.0
667,okay here we go ready,okay,0.01831564,0.0,0.0,0.0
668,nononono,okay you know you know when your in bed with a woman,0.0,0.0,0.0,0.0
669,all right i'm coming out hey can you turn the lights off,hmph,0.0,0.0,0.0,0.0
670,and hassidic jewellers yeah adrienne's got bad knees you hit her right and she'll go down like a lamp,and ah you know your fooling around with her,0.109731,0.0,0.0,0.0
671,okay they even have actors coming in to read for my part,and you get all these like mental images in your brain you know like elle macpherson or that girl at the xerox place,0.04347826,0.0,0.0,0.0
672,yeah ii think i suggested that,with the bellybutton ring oh muhawa,0.0,0.0,0.0,0.0
673,thanks bye,i know and then all of the sudden your mom pops into your head,0.0,0.0,0.0,0.0
674,well yeah you look great too did you get a haircut,and your like'mom get outta here',0.07243303,0.0,0.0,0.0
675,come on would you please pay attention i could wake up at any moment,you know but of course like after that you can't possibly think of anything else and you can't you know stop what your doing,0.04166667,0.0,0.0,0.0
676,y'know it's a little sudden and it's a little rushed and it's totally not like me to do something like this but that doesn't mean i can't,so it's kinda like you're you know,0.01640932,0.0,0.0,0.0
677,oh my god,you know you don't know,0.0,0.0,0.0,0.0
678,no no give it to me,your mom your telling me your telling me about your mom what is the matter with you,0.05882353,0.0,0.0,0.0
679,you serious,you said,0.5,0.0,0.0,0.0
680,i know rach are you okay,i said ',0.12262648,0.0,0.0,0.0
681,i just say someone on thethat looks just like you on the subway,look at emma,0.0,0.0,0.0,0.0
682,okay here's your penis,i just can't decide who she looks more alike you or rachel,0.0,0.0,0.0,0.0
683,yeah it's for our catering business,oh what are you kidding she's gorgeous it's all rachel,0.1,0.0,0.0,0.0
684,my friend's name is joey,i'm sorry for the last time why aren't you two together again,0.0,0.0,0.0,0.0
685,oh god,no i know,0.0,0.0,0.0,0.0
686,there you go,i know because you're not in that place,0.0,0.0,0.0,0.0
687,pregnant woman slays four,which would be fine except you totally are,0.0,0.0,0.0,0.0
688,but youyouyou could write that umm your love lets me orbit the moon twice and return safely,it'sit's complicated okay,0.0,0.0,0.0,0.0
689,that's all,yeah that's true yeah you love her you always have you have a child together there is no right answer,0.05,0.0,0.0,0.0
690,but you gotta have turkey on thanksgiving,look we've been together,0.0,0.0,0.0,0.0
691,y'know that'sthat's fine but the line is hmm soup,okay,0.0,0.0,0.0,0.0
692,kay,and then apart and then together and then apart and now we have a baby,0.0,0.0,0.0,0.0
693,honey what's the matter,it's just ifif we got together again and it didn't work outi could never do that to emma,0.0,0.0,0.0,0.0
694,okay so i,i mean sheshe thinking everything oh that'snow me,0.125,0.0,0.0,0.0
695,you are asking me to be your wife,what do they put something in the water in this place,0.0,0.0,0.0,0.0
696,like it would help,since rachel and i we're doing really we're doing really well right now,0.0,0.0,0.0,0.0
697,oh i am,i know i know i know i know and if you try to make it more you might wreck it,0.05,0.0,0.0,0.0
698,uhhuh me too ross maybe i should've specified that i'd be needing a grown up doctor,yeah exactly,0.0,0.0,0.0,0.0
699,okay now will you guys get out of here i want this is to be a surprise and she's gonna know,right or you might get everything you've wanted since you were fifteen,0.07872776,0.0,0.0,0.0
700,if you said big lima bean bubbling up would she understand the difference,you don't have a,0.02634981,0.0,0.0,0.0
701,doesn't matter i'm never gonna get to meet her anyway,oh ross you're so tense you just gotta relax okay just need to relax all right just need to relax,0.05,0.0,0.0,0.0
702,even though you do do a good bob impression i'm thinkin' when she sees you tomorow she's probably gonna realize hey you're not bob,whatwhat are you doing are youokay that's not funny just stop horsing around,0.06600954,0.0,0.0,0.0
703,now i look around this cafeteria and y'know what i see i seei see division,i am not horsing around okay i am porsching around,0.1819592,0.0,0.0,0.0
704,the fake kind,uhoh,0.0,0.0,0.0,0.0
705,that's right you just enjoy,okay stay calm nothing is going to happen to you you are not in that much trouble,0.05882353,0.0,0.0,0.0
706,all right i have one question,really you think so,0.0,0.0,0.0,0.0
707,i think it's the most beautiful table i've ever seen,i was talking to myself you're going down,0.0973501,0.0,0.0,0.0
708,last time i do that i promise,oh yeah,0.0,0.0,0.0,0.0
709,all right i'll see you guys later,yeah what d'you wanna do tonight,0.0,0.0,0.0,0.0
710,that'll work,oh well maybe we could,0.0,0.0,0.0,0.0
711,okay that's you know what that is,ok trying to turn me on by making a mess,0.0,0.0,0.0,0.0
712,really okay so why don't you tell me what happened to ross junior year at,know your audience,0.0,0.0,0.0,0.0
713,would you mind spending some time on my siadic area it's been killing me today,besides tomorrow we're doing those fertility tests and until then you need to keep your tadpoles in the tank,0.05263158,0.0,0.0,0.0
714,i might have some kind of life like i haven't been sitting around here honing for the past few hours,we really need to take those tests,0.0,0.0,0.0,0.0
715,there's only room for one so i guess one of you will have to stay at joey's,honey we've been trying to have a baby for over a year,0.16481016,0.0,0.0,0.0
716,oh i'm so sorry,i think it's a good idea to find out if everything's ok just a few routine tests,0.0,0.0,0.0,0.0
717,well okay i'll swing by later do you live in this building,but i don't wanna do it in a cup,0.15922918,0.0,0.0,0.0
718,uh i just liked it better before it was better,no have you seen david,0.0,0.0,0.0,0.0
719,which one do you think she is,no no he hasn't been around,0.0,0.0,0.0,0.0
720,i broke up with her,well if you see him tell him to pack his bags we are going to minsk,0.0,0.0,0.0,0.0
721,actually i did,minsk,0.0,0.0,0.0,0.0
722,no reason,minsk it's in russia,0.0,0.0,0.0,0.0
723,and,i know where minsk is,0.0,0.0,0.0,0.0
724,oh yeah what are you reading,we got the grant three years all expenses paid,0.0,0.0,0.0,0.0
725,and sometimes i'll want you to steal third and i'll go like this,so when when do you leave,0.05190054,0.0,0.0,0.0
726,yeah i know isn't it great one less person we have to make small talk with,january first,0.0,0.0,0.0,0.0
727,oh like you've never gotten a little rambunctious with ross,yes yes please come in,0.0,0.0,0.0,0.0
728,i can't believe theythey didn't even tell us,oooo,0.0,0.0,0.0,0.0
729,phoebe sandra's mad at you too itit doesn't bother you,damn those robots they're supposed to be our,0.0,0.0,0.0,0.0
730,rachel would be phoebe's i would be rachel's that way we all get to do it once and no one would get upset,anyway it wasn't the robot it was the guy who controls him,0.0333208,0.0,0.0,0.0
731,she could be out of town maybe she'll be gone for months,yeah he doesn't like me,0.0,0.0,0.0,0.0
732,but youyou can't leave me with them wewe're a team we're playing a zone they're gonna triple team me,ohh,0.0,0.0,0.0,0.0
733,oh my god,well why don't you just get him fired,0.0,0.0,0.0,0.0
734,really y'think so i don't,i may have to i hate to do it but i'm the star,0.07692308,0.0,0.0,0.0
735,why,y'know,0.0,0.0,0.0,0.0
736,does it bug you,there's a limit to how many sandwiches i can eat off the floor,0.0,0.0,0.0,0.0
737,i told you we're adding new operators all the time could we concentrate on my training,excuse me,0.0,0.0,0.0,0.0
738,oh sorry,joey tribbiani,0.0,0.0,0.0,0.0
739,hmm noodle soup,joe i'm glad i found ya i got an audition for ya,0.0,0.0,0.0,0.0
740,oh yeah,wow,0.0,0.0,0.0,0.0
741,hi guys,the thing is it's kinda on the qt,0.0,0.0,0.0,0.0
742,all right fine if it means that much to you but justthere's gonna be a ton left over,the actor who has the part doesn't know he might be fired,0.05054422,0.0,0.0,0.0
743,what are you talking about if you get married in vegas you're married everywhere,it's the lead in a series mac and cheese,0.06375038,0.0,0.0,0.0
744,yes of course,i'm the lead in mac and cheese,0.0,0.0,0.0,0.0
745,yeah,what is going on with you since when are you so crazy about babies,0.0,0.0,0.0,0.0
746,no no that's not what i want uh i'm glad you guys were bonding but i,i'm not crazy about babies i'm crazy about us,0.10209463,0.0,0.0,0.0
747,and then when we do it they're left with a big black pencil line right down the center of their face,what,0.0,0.0,0.0,0.0
748,some guy bought it i'm sorry i tired to stop it but they put me in jail,look we've always talked about having babies someday,0.0,0.0,0.0,0.0
749,and ross gave me this great book holds up the,i'm not saying it has to be right now but i'm starting to think that we can handle it,0.0,0.0,0.0,0.0
750,i'm not listening to you,we're good,0.0,0.0,0.0,0.0
751,what was that,we're really good,0.0,0.0,0.0,0.0
752,no,whwhat did he say,0.0,0.0,0.0,0.0
753,carol our sex life isit's just not working,he said nice to meet you glenda well obviously i couldn't give him my real name,0.0,0.0,0.0,0.0
754,so if you just give me another chance to make a good impression,why why not,0.0,0.0,0.0,0.0
755,because because ititit's it'd be like you having this guitar andand never playing it okay this guitar,come on you saw the way he ran out of here,0.05268893,0.0,0.0,0.0
756,i had a crush on a teacher once and it was so hard,he's gonna stick around and talk to the daughter he abandoned,0.07579572,0.0,0.0,0.0
757,who cares about them,what did you say to him,0.0,0.0,0.0,0.0
758,i uh i just came by because ii want to talk to you about something,well i said i told him y'know that i was the executor person of francis' will and that i needed to talk to him so i'm gonna meet him at the coffee house later,0.14705882,0.09440686,0.0653059,0.0
759,oh my god,okay in about ten seconds you're gonna see him kiss me,0.0,0.0,0.0,0.0
760,no i'm gonna,and in about five seconds you're gonna see why,0.11111111,0.0,0.0,0.0
761,well okay fine use my happy place,ross did i ever tell you about the time that i went backpacking through western europe,0.0,0.0,0.0,0.0
762,i might have some kind of life like i haven't been sitting around here honing for the past few hours,okay get ready to see some beggin',0.02230258,0.0,0.0,0.0
763,well surejust a sec though 'cause paolo's on his way over,oh you came on to ross,0.07243303,0.0,0.0,0.0
764,oh you did there are twenty in here,what,0.0,0.0,0.0,0.0
765,that's right made expressly for val kilmer and worn by him in the hit filmthat batman film he was in,now i'm so happy,0.0,0.0,0.0,0.0
766,so i'm gonna take off then,what are you talking about,0.0,0.0,0.0,0.0
767,okay rachel you wanna put the marshmellows in concentric circles,you used the europe story,0.14715178,0.0,0.0,0.0
768,y'know we work in a museum of natural history and yet there is something unnatural about the way we eat lunch,that's the magic story you use when you wanna have sex,0.03662639,0.0,0.0,0.0
769,umm okay i would like to talk to you about your toner needs,how do you know about that story,0.12124938,0.0,0.0,0.0
770,well i mean if uh if emily gave me a choice,how do,0.0,0.0,0.0,0.0
771,i'm not fine here she comes,i heard it from my friend irene who heard it from some guy,0.0,0.0,0.0,0.0
772,come on they were not that huge,some guy,0.0,0.0,0.0,0.0
773,do you want my pickle,no no she told me his name was ken adams,0.0,0.0,0.0,0.0
774,honey relax ross is great with him don't look so surprised i'm a lovely person,ken adams,0.0,0.0,0.0,0.0
775,okay there was,mom already called this morning to remind me not to wear my hair up did you know my ears are not my best feature,0.0,0.0,0.0,0.0
776,okay ow owohoh,some days it's all i can think about,0.0,0.0,0.0,0.0
777,y'know if you're gonna work late i could look in on him for you,hi sorry i'm late i couldn't find my bearings,0.12750076,0.09562557,0.0,0.0
778,oh honey he doesn't need my help,well umm alexandra has been,0.0,0.0,0.0,0.0
779,then why are you answering do you at least know what route we're on,oh it has a name,0.0,0.0,0.0,0.0
780,all right look you're not really gonna buy that are you don't you think you've embarrassed me enough for one day,phoebe don't get upset,0.00356606,0.0,0.0,0.0
781,actually i did,okayoop too late i'm leaving come on chandler let's go,0.0,0.0,0.0,0.0
782,no no no it's flattery,well phoebe i thought i'dyeah what the hell,0.0,0.0,0.0,0.0
783,nonono,oh that's good maybe he'll hear you and pull the cord,0.0,0.0,0.0,0.0
784,do you love her,stop the bus wait wait wait,0.0,0.0,0.0,0.0
785,oh come on she wants to snuggle now,are you sure he didn't break it because it really hurts,0.0,0.0,0.0,0.0
786,really,no it's just a good bone bruise and right here is the puncture wound from your ring,0.0,0.0,0.0,0.0
787,carol called me to thank me for the lasagna i asked she told me,oh i'm sorry i'm really sorry,0.0,0.0,0.0,0.0
788,well okay i'll swing by later do you live in this building,sorry,0.0,0.0,0.0,0.0
789,look you have not been out with a woman since janice,sorry,0.0,0.0,0.0,0.0
790,where's chandler,i got my s's back,0.0,0.0,0.0,0.0
791,i'm telling you i think phoebe thinks i'm foxy,which we can celebrate later,0.0,0.0,0.0,0.0
792,huh what'd ya say joe i'll be right there,celebrate,0.0,0.0,0.0,0.0
793,uh let me ask you something was kip a better roommate than me,rachel how did this happen,0.0,0.0,0.0,0.0
794,toby oh for god's sake i don't know what she's talking about,i don't know i just kinda ran into him last night,0.24902747,0.21325438,0.1664782,0.0
795,come on,where,0.0,0.0,0.0,0.0
796,anyway i should go okay bye,at his apartment is this juice,0.0,0.0,0.0,0.0
797,i'm so sorry,whoa whoa and the fact that you dumped him because he hit on phoebe,0.0,0.0,0.0,0.0
798,dude what are yoyou trying to kill me,oh god i know i'm a pathetic loser,0.0,0.0,0.0,0.0
799,well i'm upsetfor you i mean having sex with an endless line of beautiful women must be very unfulfilling for you,it's breast milk,0.0,0.0,0.0,0.0
800,that's interesting but check this out i date her,so,0.0,0.0,0.0,0.0
801,i'm funny,phoebe that is juice squeezed from a person,0.0,0.0,0.0,0.0
802,wow nice manly and also kind of a slut,what is the big deal,0.0,0.0,0.0,0.0
803,eh y'know what she's to political she probably wouldn't let you do it unless you donated four cans of food first,what did you just do,0.02445732,0.0,0.0,0.0
804,you're the first guest at hotel monica,ok would people stop drinking the breast milk,0.125,0.0,0.0,0.0
805,thank god,you won't even taste it,0.0,0.0,0.0,0.0
806,it's not even a song,no,0.0,0.0,0.0,0.0
807,you decided to go into the outofwork actor business,not even if you just pretend that it's milk,0.11111111,0.0,0.0,0.0
808,right here,not even if carol's breast had a picture of a missing child on it,0.0,0.0,0.0,0.0
809,ow did you just bite me,hey pheebs could you please not put your feet up on my newold sheet,0.07142857,0.0,0.0,0.0
810,ross you're like my best friend,oh sure noo,0.0,0.0,0.0,0.0
811,well so now do you guys have a lot of big plans,ohh,0.0,0.0,0.0,0.0
812,i'm sorry i'm late did i miss anything,my apothecary table,0.0,0.0,0.0,0.0
813,and i'll cook anything you want in here and do anything in there,what,0.0,0.0,0.0,0.0
814,intense and creepy,noooooo,0.0,0.0,0.0,0.0
815,shut up,ross where did you get this,0.0,0.0,0.0,0.0
816,you have chalk on your face,oh my god phoebe,0.0,0.0,0.0,0.0
817,pheebs if i had never met him this never would have happened,wow oh my god well if they've ripped off our table ours must be much more than one and fifty dollars,0.04761905,0.0,0.0,0.0
818,hold it hold it,well this doesn't even smell like opium,0.0,0.0,0.0,0.0
819,oh what did i say,of course not it smells like wine which you spilled and thanks for wrecking my sheet by the way,0.0,0.0,0.0,0.0
820,i'm sorry it's just phoebe just always thought you were you were charming in a in a sexless kind of way,it's too soon to tell she's resting which is a good sign,0.07872776,0.0,0.0,0.0
821,really i no i think girls night out is a great idea,how's the hair,0.0,0.0,0.0,0.0
822,i'm sorry i do that,i'm not gonna lie to you ross it doesn't look good,0.09090909,0.0,0.0,0.0
823,oh yeah really is it ross yeah okay well let me make this a just a little bit easier for you,i put a clip on one side which seems to have stopped the curling,0.04332362,0.0,0.0,0.0
824,i used to think of you as somebody that would never ever hurt me ever,can we see her,0.0,0.0,0.0,0.0
825,so uh do you live around here,your hair looks too good i think it would upset her ross why don't you come on in,0.05555556,0.0,0.0,0.0
826,likelikelikelikelike i did something terrible to you,how're you doing,0.08786571,0.0,0.0,0.0
827,and the cream,ross you're being silly i've tried it it's no big deal just taste it,0.0,0.0,0.0,0.0
828,and the chefs eat with the other chefs right,that would be no,0.0,0.0,0.0,0.0
829,all right that's it i want both of you out,come on it doesn't taste bad,0.08556952,0.0,0.0,0.0
830,i don't mind paying my dues y'know its just how much am i gonna learn about fashion by walking mira the arthritic seamstress to the bathroom,yeah it's kinda sweet sorta like uh,0.0,0.0,0.0,0.0
831,does that mean the same thing in england as it does in america,cantaloupe juice,0.0,0.0,0.0,0.0
832,i am brave,exactly,0.0,0.0,0.0,0.0
833,yeah,you've tasted it you've tasted it,0.0,0.0,0.0,0.0
834,i mean can't you just have one,uh huh,0.0,0.0,0.0,0.0
835,it's that whole sensitive thing,oh you've tasted it,0.0,0.0,0.0,0.0
836,all right look if you insist on wearing that in public y'know you're gonna spend the rest of the afternoon all by yourself,you can keep saying it but it won't stop being true,0.03053736,0.0,0.0,0.0
837,oh my god i'm your,gimme the bottle gimme the towel,0.0,0.0,0.0,0.0
838,but no i actually smoke the regular ones all all the time,y'know if they knew what they were doing they probably didn't give you real names either,0.0,0.0,0.0,0.0
839,when my sisters were pregnant they got every weird feeling in the book it was always nothing,okay maybe people give out fake numbers but they don't give out fake names,0.05765127,0.0,0.0,0.0
840,limited seating my ass let's see who made the cut hi,oh yeah hi ken adams nice to meet you,0.08897082,0.0,0.0,0.0
841,hi,regina philange,0.0,0.0,0.0,0.0
842,not in my head,i still don't get it we didn't do anything wrong,0.0,0.0,0.0,0.0
843,no they're not can i take a message,i know although you did tell an awful lot of jokes,0.09090909,0.0,0.0,0.0
844,no no you can't arrest me no i won't go back i won't go back to that hell hole,i thought you said those jokes were funny joke joke joke,0.08785911,0.0,0.0,0.0
845,it's pretty clear,joke joke blah blah,0.0,0.0,0.0,0.0
846,it was it was an amazing night,well maybe it was all of your questions,0.25,0.18898224,0.0,0.0
847,come on,what about my questions,0.0,0.0,0.0,0.0
848,so it's y'know it's uh it's cool,oh i'll get it,0.0,0.0,0.0,0.0
849,well we're starving why don't we all go get something to eat,wow i usually get to know a girl a little better before i let her spoon me,0.11764706,0.0,0.0,0.0
850,grasp one of those for me,relax it's not like we're forking,0.0,0.0,0.0,0.0
851,joey do you have a minute,hey,0.0,0.0,0.0,0.0
852,i just wanted to let you know i've changed my mind i'm gonna do it i'm gonna kiss joey,hello,0.0,0.0,0.0,0.0
853,my uncle dragged us there but it actually it turned out to be really interesting,oh ooh oh monica it's so beautiful,0.0,0.0,0.0,0.0
854,i have a question about this scene,i know,0.0410425,0.0,0.0,0.0
855,now you'll be heading a whole division so you'll have a lot of duties,so i'm here ready to play,0.04393286,0.0,0.0,0.0
856,so i'm gonna go now,okay,0.0,0.0,0.0,0.0
857,nononono,i brought a bunch of stuff for the house so check it out haha,0.0,0.0,0.0,0.0
858,really,what's this,0.0,0.0,0.0,0.0
859,i want to let her know that there was a cancellation and if she's still interested in having the binggeller wedding at our facility it is available,that's a dog every house should have a dog,0.01503725,0.0,0.0,0.0
860,the best man wow,not one that can pee on the roof,0.125,0.0,0.0,0.0
861,youyouyou didn't know that well i guess my work here is done,well maybe it's so big because the house was built on radioactive waste,0.07692308,0.0,0.0,0.0
862,and who knows what science will come up with in the future but chandler what if i die an unsuccessful regular sized man,and is this in case the house sneezes,0.05750811,0.0,0.0,0.0
863,enh sure,no no that's the ghost for the attic,0.0,0.0,0.0,0.0
864,they're all tourists,i don't want a ghost,0.0,0.0,0.0,0.0
865,and that they're going to be drinking alot,well nobody wants a ghost but you've got one because the house is sitting on an ancient indian burial ground,0.0,0.0,0.0,0.0
866,i am,wait a minute the house was built on radioactive waste and an ancient indian burial ground that would never happen,0.0,0.0,0.0,0.0
867,that's a good one,okay obviously you don't know much about the us government,0.0,0.0,0.0,0.0
868,okay,hey,0.0,0.0,0.0,0.0
869,hey,hello,0.0,0.0,0.0,0.0
870,hello is ross there,i need to talk to you,0.0,0.0,0.0,0.0
871,no there were two,sure what's up,0.0,0.0,0.0,0.0
872,we're sorry,please i'm not going for anything,0.0,0.0,0.0,0.0
873,me on,well if you don't i will,0.0,0.0,0.0,0.0
874,all right,would you please go,0.0,0.0,0.0,0.0
875,well what'd you do,i would,0.0,0.0,0.0,0.0
876,weekend at bernie's,uhhuh,0.0,0.0,0.0,0.0
877,so that's dumb what i said don't tell him i said that,watch watch,0.0,0.0,0.0,0.0
878,there's no way to do this without her,ahhhh,0.0,0.0,0.0,0.0
879,oh god phoebe oh that's it that's it right there oh oooohooohooooh,hey my father's house does that,0.0,0.0,0.0,0.0
880,ahah,ooookay how did it go tell me everything,0.0,0.0,0.0,0.0
881,you said there was a gas leak in here,well the movie was great dinner was great and there's nothing like a cool crisp new york evening,0.11111111,0.0,0.0,0.0
882,now have you told anyone else,what,0.0,0.0,0.0,0.0
883,yeah why are you getting so upset,oh honey but you love that name,0.14285714,0.0,0.0,0.0
884,you guys make a,yeah but i love you more,0.16666667,0.0,0.0,0.0
885,sure listen i was gonna order some pizza you wanna share one,besides y'know nothing goes with bing,0.0,0.0,0.0,0.0
886,oh i wouldn't miss it for the world,so i'm screwed,0.0,0.0,0.0,0.0
887,all right i guess i can hold out a little longer let's have a game,nice try,0.0,0.0,0.0,0.0
888,way i'm gonna go check it out and see if it's still available,wait wait wait,0.0,0.0,0.0,0.0
889,wait until uh wait until the first time your baby grabs your finger,look monica,0.0,0.0,0.0,0.0
890,all right y'know what we've been talking about london too much haven't we,look,0.0,0.0,0.0,0.0
891,okay does this look like a garbage can to you,this is not going to work,0.17113904,0.0,0.0,0.0
892,no i don't want to tell anybody else because i don't want monica to find out,i bet this will work,0.02216063,0.0,0.0,0.0
893,all right then we'll have a definite answer for you on monday but i think i can say with some confidence you'll fit in well here,you are so great i love you,0.01892922,0.0,0.0,0.0
894,we could be like the patch sisters,what,0.0,0.0,0.0,0.0
895,look how nervous he gets we haven't slept together in years,nothing i said i said you're so great and then i just i just stopped talking,0.0,0.0,0.0,0.0
896,oh yeah,you said you loved me i can't believe this,0.0,0.0,0.0,0.0
897,sure yeah las vegas number one,no i didn't,0.0,0.0,0.0,0.0
898,no i'm serious we should tell each other,yes you did,0.0,0.0,0.0,0.0
899,yeah listen closely devon has got a weak ankle,no i didn't,0.0,0.0,0.0,0.0
900,ugh well i will just have to soak up every once of chandler bing until that moment comes,you love me,0.0,0.0,0.0,0.0
901,wanna peek,no i don't stop it stop it stop it stop it,0.0,0.0,0.0,0.0
902,what what kind of a regatta gala starts at night,jenny's been giving it out since they moved,0.0,0.0,0.0,0.0
903,no what did that was really sweet,jenny that is so jenny,0.13406401,0.0,0.0,0.0
904,i got it,hey listen umm how would you like to get together,0.0,0.0,0.0,0.0
905,okay i'm next don't don't start another game i said i'm next phoebe,say next saturday,0.01189133,0.0,0.0,0.0
906,byebye,okay how about sunday,0.0,0.0,0.0,0.0
907,well ah actually i kinda need to talk to you too,okay umm the week after that,0.0,0.0,0.0,0.0
908,okay but wouldn't it be easier if you had to tell me something that you could tell me,the week after that,0.00754935,0.0,0.0,0.0
909,big deal,y'know what greg,0.0,0.0,0.0,0.0
910,y'know what you're right phoebe you're right thank you,we are good interesting funny people with,0.0,0.0,0.0,0.0
911,joey do you have a minute,oh yeah dana keystone she was in my movement class,0.0,0.0,0.0,0.0
912,boutros boutros gali,what's a movement class,0.0,0.0,0.0,0.0
913,okay but wouldn't it be easier if you had to tell me something that you could tell me,it's chandler's way of pretending he didn't take mime,0.0,0.0,0.0,0.0
914,oh god,oh well listen anyway she's directing the new al pacino movie you gotta get me an audition,0.05882353,0.0,0.0,0.0
915,oh hey great you're up rachel this is my sister krista krista this is rachel,oh i don't know man i haven't talked to her in like ten years,0.06650448,0.0,0.0,0.0
